,Unnamed: 0,Make,Model,Year,Mileage (KM),Location,Transmission,Selling Condition,Colour,Price,Used Location,MPG
0,0,Toyota,Corolla,2015.0,0.0,"C45-Express,, ",0,0.0,0.0,4750000,Foreign used,34
1,1,Mercedes-Benz,GLC,2019.0,0.0,"C45-Express,, ",0,0.0,0.0,20000000,Foreign used,24
2,2,Mercedes-Benz,Ml350,2014.0,0.0,"C45-Express,, ",0,0.0,0.0,15200000,Foreign used,20
3,3,Mercedes-Benz,C300,2015.0,93916.0,"C45, Lagos",Automatic,Registered,BLACK,10090000,Nigerian used,27
4,4,Mitsubishi,Outlander,2017.0,0.0,"C45-Express,, ",0,0.0,0.0,13500000,Foreign used,26
5,5,Lexus,GX460,2016.0,0.0,"C45-Express,, ",0,0.0,0.0,18000000,Foreign used,0
6,6,Mercedes-Benz,GLE450,2016.0,0.0,"C45-Express,, ",0,0.0,0.0,40000000,Foreign used,23
7,7,Lexus,IS250,2017.0,0.0,"C45-Express,, ",0,0.0,0.0,9000000,Foreign used,23
8,8,JAC,S7,2019.0,35403.0,"C45, Lagos",Automatic,Registered,BLACK,7850000,Nigerian used,0
9,9,Toyota,Camry,2003.0,187524.0,"C45, Onitsha",Automatic,Registered,0,2250000,Nigerian used,26
10,10,Mercedes-Benz,CLA,2016.0,1.0,"C45, Lagos",Automatic,Registered,BLACK,7066000,Nigerian used,0
11,11,Lexus,Is,2007.0,228060.0,"C45, Ibadan",Automatic,Registered,0,2586000,Nigerian used,0
12,12,Toyota,Yaris,2011.0,143865.0,"C45, Lagos",Automatic,Registered,0,1354000,Nigerian used,0
13,13,Toyota,Yaris,2012.0,82607.0,"C45, Lagos",Automatic,Registered,SILVER,962000,Nigerian used,0
14,14,Honda,Accord,2008.0,188903.0,"C45, Lagos",Automatic,Registered,0,1466000,Nigerian used,48
15,15,Toyota,Matrix,2009.0,268927.0,"C45, Lagos",Automatic,Registered,BLUE,2810000,Nigerian used,22
16,16,Mercedes-Benz,GLK,2010.0,85953.0,"C45, Abuja",Automatic,Imported,Black,6170000,Foreign used,0
17,17,Hyundai,Sonata,2013.0,160757.0,"C45, Ibadan",Automatic,Registered,BLACK,3370000,Nigerian used,47
18,18,Toyota,Matrix,2009.0,179439.0,"C45, Lagos",Automatic,Imported,0,2922000,Foreign used,22
19,19,Mercedes-Benz,Clk350,2006.0,154140.0,"C45, Abuja",Automatic,Imported,Grey,3370000,Foreign used,20
20,20,Honda,Civic,2003.0,186778.0,"C45, Lagos",Automatic,Registered,0,626000,Nigerian used,44
21,21,Toyota,Corolla,2010.0,208829.0,"C45, Lagos",Automatic,Registered,grey,3370000,Nigerian used,34
22,22,Lexus,Gs,2002.0,190049.0,"C45, ",Automatic,Registered,SILVER,738000,Nigerian used,19
23,23,Toyota,Corolla,2009.0,65506.0,"C45, Kaduna",Automatic,Registered,GREY,2138000,Nigerian used,34
24,24,Toyota,Rav4,2006.0,153444.0,"C45, Lagos",Automatic,Registered,Blue,2362000,Nigerian used,30
25,25,Volkswagen,Golf,1998.0,197282.0,"C45, Ilorin",Automatic,Registered,0,906000,Nigerian used,26
26,26,Lexus,Rx,2001.0,146108.0,"C45, Lagos",Automatic,Registered,GOLD,1690000,Nigerian used,23
27,27,Toyota,Corolla,2007.0,177689.0,"C45, ",Automatic,Registered,White,2082000,Nigerian used,34
28,28,Ford,Escape,2001.0,206219.0,"C45, Lagos",Automatic,Registered,RED,962000,Nigerian used,30
29,29,Toyota,Avalon,2013.0,71660.0,"C45, Abuja",Automatic,Imported,Brown,6730000,Foreign used,26
30,30,Kia,Sorento,2005.0,244658.0,"C45, Port",Automatic,Registered,Green,1074000,Nigerian used,37
31,31,Mercedes-Benz,Ml500,2006.0,95172.0,"C45, Lagos",Automatic,Registered,SILVER,2474000,Nigerian used,14
32,32,Lexus,Rx,2002.0,0.0,"C45, Port",Automatic,Registered,GREY,1578000,Nigerian used,23
33,33,Honda,Civic,2006.0,173776.0,"C45, Lagos",Automatic,Registered,BLUE,1354000,Nigerian used,44
34,34,Ford,Edge,2007.0,187101.0,"C45, Lagos",Automatic,Registered,ORANGE,2026000,Nigerian used,24
35,35,Toyota,Rav4,2004.0,247180.0,"C45, Abuja",Automatic,Registered,0,1690000,Nigerian used,30
36,36,Mercedes-Benz,C230,2006.0,157962.0,"C45, ",Automatic,Registered,White,1634000,Nigerian used,23
37,37,Hyundai,Sonata,2006.0,287757.0,"C45, Abuja",Automatic,Registered,RED,794000,Nigerian used,47
38,38,Toyota,Camry,2007.0,232664.0,"C45, Ibadan",Automatic,Registered,0,2306000,Nigerian used,26
39,39,Volvo,Xc90,2004.0,159388.0,"C45, Ilorin",Automatic,Registered,0,962000,Nigerian used,25
40,40,Toyota,Rav4,2012.0,48045.0,"C45, Lagos",Automatic,Registered,BLUE,2810000,Nigerian used,30
41,41,Toyota,Sienna,2004.0,216198.0,"C45, Lagos",Semiautomatic,Imported,0,2250000,Foreign used,20
42,42,Toyota,Corolla,2006.0,131996.0,"C45, Lagos",Automatic,Registered,0,1690000,Nigerian used,34
43,43,Acura,Mdx,2007.0,86304.0,"C45, Lagos",Automatic,Imported,GREY,5274000,Foreign used,22
44,44,Acura,Tl,1999.0,0.0,"C45, Port",Automatic,Registered,Silver,570000,Nigerian used,23
45,45,Pontiac,Vibe,2005.0,101160.0,"C45, Abuja",Automatic,Imported,black,2362000,Foreign used,22
46,46,Toyota,Camry,2013.0,88005.0,"C45, Lagos",Automatic,Registered,0,3370000,Nigerian used,26
47,47,Mitsubishi,Montero,2003.0,156455.0,"C45, Abuja",Automatic,Registered,SILVER,1130000,Nigerian used,15
48,48,Peugeot,406,2008.0,999999.0,"C45, Lagos",Manual,Registered,SILVER,1242000,Nigerian used,0
49,49,Toyota,Corolla,2007.0,479005.0,"C45, Abuja",Automatic,Registered,Black,1074000,Nigerian used,34
50,50,Toyota,Corolla,2005.0,314601.0,"C45, Abuja",Automatic,Registered,Green,1242000,Nigerian used,34
51,51,Toyota,Camry,2012.0,44106.0,"C45, Lagos",Automatic,Registered,RED,3034000,Nigerian used,26
52,52,Nissan,Maxima,2005.0,149054.0,"C45, Port",Automatic,Registered,0,906000,Nigerian used,24
53,53,Lexus,Es,2007.0,133129.0,"C45, Asaba",Automatic,Registered,0,1914000,Nigerian used,26
54,54,Honda,Pilot,2003.0,212963.0,"C45, Ibadan",Automatic,Registered,0,1130000,Nigerian used,23
55,55,Honda,Accord,2007.0,175399.0,"C45, ",Automatic,Registered,BLACK,1074000,Nigerian used,48
56,56,Honda,Accord,2008.0,199416.0,"C45, Lagos",Automatic,Registered,RED,1746000,Nigerian used,48
57,57,Toyota,Corolla,2003.0,389001.0,"C45, Lagos",Manual,Registered,SILVER,738000,Nigerian used,34
58,58,Kia,Sorento,2005.0,127446.0,"C45, Port",Automatic,Registered,0,570000,Nigerian used,37
59,59,Mercedes-Benz,C180,2001.0,328628.0,"C45, Abuja",Manual,Registered,Grey,1074000,Nigerian used,0
60,60,Toyota,Corolla,2009.0,91313.0,"C45, ",Automatic,Imported,Silver,3090000,Foreign used,34
61,61,Volkswagen,Passat,1999.0,200615.0,"C45, Ibadan",Automatic,Registered,Grey,1354000,Nigerian used,28
62,62,Acura,Mdx,2003.0,211478.0,"C45, Lagos",Automatic,Registered,BLUE,1578000,Nigerian used,22
63,63,Ford,Edge,2008.0,65243.0,"C45, Port",Automatic,Registered,0,2250000,Nigerian used,24
64,64,Peugeot,206,2003.0,140234.0,"C45, Abuja",Automatic,Registered,Blue,1690000,Nigerian used,0
65,65,Lexus,GS,2007.0,189425.0,"C45, Ibadan",Automatic,Registered,BLACK,3370000,Nigerian used,19
66,66,Mercedes-Benz,C300,2010.0,143330.0,"C45, Abuja",Automatic,Registered,Black,4042000,Nigerian used,27
67,67,Mazda,6,2004.0,69333.0,"C45, Lagos",Manual,Registered,BLUE,962000,Nigerian used,0
68,68,Honda,Accord,2006.0,157153.0,"C45, Lagos",Automatic,Registered,SILVER,1354000,Nigerian used,48
69,69,Chevrolet,Optra,2008.0,92849.0,"C45, Port",Manual,Registered,0,458000,Nigerian used,0
70,70,Honda,Accord,2005.0,331264.0,"C45, Kaduna",Automatic,Registered,silver,850000,Nigerian used,48
71,71,Lexus,Is,2006.0,230997.0,"C45, Abuja",Automatic,Registered,Silver,2810000,Nigerian used,0
72,72,Toyota,Matrix,2005.0,299999.0,"C45, Lagos",Automatic,Registered,ASH,1578000,Nigerian used,22
73,73,Lexus,Es,2009.0,97384.0,"C45, Lagos",Automatic,Imported,BLACK,4266000,Foreign used,26
74,74,Toyota,Corolla,2014.0,97241.0,"C45, Lagos",Automatic,Imported,GREY,6058000,Foreign used,34
75,75,Mercedes-Benz,E240,2000.0,127764.0,"C45, Ilorin",Automatic,Registered,0,1130000,Nigerian used,0
76,76,Mercedes-Benz,E240,2002.0,285690.0,"C45, Abuja",Automatic,Registered,Black,1242000,Nigerian used,0
77,77,Toyota,Corolla,2008.0,131731.0,"C45, Abuja",Manual,Registered,Gold,1690000,Nigerian used,34
78,78,Honda,Accord,2013.0,94494.0,"C45, Lagos",Automatic,Registered,0,3930000,Nigerian used,48
79,79,Toyota,Sienna,2013.0,239625.0,"C45, ",Automatic,Registered,Black,4266000,Nigerian used,20
80,80,Toyota,Highlander,2015.0,181543.0,"C45, Kaduna",Automatic,Registered,BLACK,8970000,Nigerian used,36
81,81,Toyota,Highlander,2006.0,97724.0,"C45, Ilorin",Automatic,Registered,0,2250000,Nigerian used,36
82,82,Toyota,Corolla,2008.0,105089.0,"C45, Lagos",Automatic,Registered,0,2474000,Nigerian used,34
83,83,Mazda,Cx-7,2007.0,123163.0,"C45, Lagos",Automatic,Imported,0,3370000,Foreign used,19
84,84,Honda,Accord,2008.0,208094.0,"C45, Ibadan",Automatic,Registered,0,1634000,Nigerian used,48
85,85,Kia,Optima,2010.0,187762.0,"C45, Lagos",Automatic,Registered,WHITE,1802000,Nigerian used,42
86,86,Toyota,Sienna,2002.0,141414.0,"C45, Port",Automatic,Registered,0,1242000,Nigerian used,20
87,87,Toyota,Corolla,2004.0,120000.0,"C45, Lagos",Automatic,Registered,GREY,1522000,Nigerian used,34
88,88,Lexus,Gx,2004.0,25071.0,"C45, Port",Automatic,Registered,BLACK,3370000,Nigerian used,16
89,89,Toyota,Camry,2013.0,125225.0,"C45, Lagos",Automatic,Imported,0,4154000,Foreign used,26
90,90,Lexus,Es,2007.0,213362.0,"C45, ",Automatic,Imported,Black,3594000,Foreign used,26
91,91,Honda,Accord,2003.0,104520.0,"C45, ",Automatic,Registered,Silver,794000,Nigerian used,48
92,92,Toyota,Highlander,2008.0,110067.0,"C45, Lagos",Automatic,Registered,BLACK,5386000,Nigerian used,36
93,93,Lexus,Gs,2006.0,158692.0,"C45, Akure",Automatic,Imported,0,3370000,Foreign used,19
94,94,Acura,Tl,2003.0,182246.0,"C45, Lagos",Automatic,Registered,0,1410000,Nigerian used,23
95,95,Lexus,Rx,2004.0,221160.0,"C45, Asaba",Automatic,Registered,Silver,2922000,Nigerian used,23
96,96,Toyota,Camry,2014.0,79446.0,"C45, ",Automatic,Imported,BLACK,4490000,Foreign used,26
97,97,Honda,Accord,2003.0,222777.0,"C45, Ibadan",Automatic,Registered,0,570000,Nigerian used,48
98,98,Hyundai,Elantra,2009.0,206360.0,"C45, Abuja",Manual,Registered,Red,1354000,Nigerian used,50
99,99,Lexus,Es,2006.0,177833.0,"C45, Port",Automatic,Registered,0,2586000,Nigerian used,26
100,100,Peugeot,406,2000.0,162557.0,"C45, Kaduna",Manual,Registered,silver,738000,Nigerian used,0
101,101,Nissan,Murano,2004.0,119309.0,"C45, Lagos",Automatic,Registered,0,906000,Nigerian used,23
102,102,Hyundai,Sonata,2008.0,188770.0,"C45, Lagos",Automatic,Registered,SILVER,1522000,Nigerian used,47
103,103,Kia,Sorento,2013.0,94777.0,"C45, Lagos",Automatic,Registered,BLACK,2698000,Nigerian used,37
104,104,Toyota,Avensis,2007.0,149244.0,"C45, Port",Automatic,Registered,0,1690000,Nigerian used,0
105,105,Peugeot,307,2008.0,999999.0,"C45, Kaduna",Manual,Registered,BLACK,738000,Nigerian used,0
106,106,Mercedes-Benz,C350,2008.0,121731.0,"C45, Port",Automatic,Registered,0,2920000,Nigerian used,20
107,107,Toyota,Corolla,2004.0,208258.0,"C45, Kaduna",Automatic,Registered,GOLD,1466000,Nigerian used,34
108,108,Honda,Odyssey,2007.0,194309.0,"C45, Lagos",Automatic,Imported,Grey,1354000,Foreign used,22
109,109,Isuzu,D-Max,2011.0,73844.0,"C45, Port",Manual,Registered,0,2048400,Nigerian used,0
110,110,Nissan,Pathfinder,2013.0,125444.0,"C45, Ibadan",Automatic,Registered,0,4490000,Nigerian used,23
111,111,Nissan,Almera,2002.0,322121.0,"C45, Ilorin",Manual,Registered,0,906000,Nigerian used,0
112,112,Honda,Accord,2004.0,184852.0,"C45, Lagos",Automatic,Registered,0,850000,Nigerian used,48
113,113,Lexus,Rx,2013.0,99418.0,"C45, Lagos",Semiautomatic,Imported,WINE,9530000,Foreign used,23
114,114,Volkswagen,Vento,1998.0,201502.0,"C45, Kaduna",Manual,Registered,SILVER,682000,Nigerian used,0
115,115,Hyundai,Veracruz,2007.0,237370.0,"C45, Abuja",Automatic,Registered,Grey,2810000,Nigerian used,18
116,116,Honda,Pilot,2011.0,105710.0,"C45, Lagos",Automatic,Registered,Black,5610000,Nigerian used,23
117,117,Honda,Accord,2007.0,157090.0,"C45, Lagos",Automatic,Registered,0,1578000,Nigerian used,48
118,118,Toyota,Corolla,2005.0,262369.0,"C45, Abuja",Manual,Registered,Silver,1242000,Nigerian used,34
119,119,Opel,Astra,2007.0,69949.0,"C45, Lagos",Manual,Registered,SILVER,1690000,Nigerian used,0
120,120,Toyota,Avalon,2007.0,177763.0,"C45, Lagos",Automatic,Imported,0,2500000,Foreign used,26
121,121,Mercedes-Benz,C300,2015.0,59048.0,"C45, Lagos",Automatic,Registered,BLACK,8074000,Nigerian used,27
122,122,Toyota,Sienna,1999.0,179545.0,"C45, Port",Automatic,Registered,BROWN,1354000,Nigerian used,20
123,123,Lexus,Is,2013.0,67490.0,"C45, Ibadan",Automatic,Registered,0,3370000,Nigerian used,0
124,124,Toyota,Sienna,1998.0,196061.0,"C45, Lagos",Automatic,Imported,0,2474000,Foreign used,20
125,125,Honda,Accord,2012.0,162355.0,"C45, Ibadan",Automatic,Imported,0,3762000,Foreign used,48
126,126,Toyota,Corolla,2006.0,87710.0,"C45, Ibadan",Automatic,Imported,BLACK,2698000,Foreign used,34
127,127,Ford,Explorer,2013.0,102525.0,"C45, Lagos",Automatic,Registered,BLACK,3594000,Nigerian used,24
128,128,Honda,Cr-V,2001.0,189841.0,"C45, Lagos",Automatic,Registered,0,794000,Nigerian used,30
129,129,Lexus,Rx,2004.0,74432.0,"C45, Port",Automatic,Registered,0,3370000,Nigerian used,23
130,130,Toyota,Land,2008.0,225710.0,"C45, Lagos",Automatic,Registered,BLACK,7290000,Nigerian used,14
131,131,Toyota,Corolla,2004.0,299999.0,"C45, Abuja",Automatic,Registered,GOLD,2026000,Nigerian used,34
132,132,Mercedes-Benz,C280,2006.0,191412.0,"C45, Lagos",Automatic,Registered,BLACK,1466000,Nigerian used,22
133,133,Kia,Rio,2014.0,108597.0,"C45, Lagos",Automatic,Registered,0,1690000,Nigerian used,36
134,134,Hyundai,Sonata,2013.0,37051.0,"C45, Lagos",Automatic,Registered,BLACK,5834000,Nigerian used,47
135,135,Honda,Cr-V,2011.0,66695.0,"C45, Lagos",Automatic,Registered,RED,3370000,Nigerian used,30
136,136,Honda,Accord,2004.0,168610.0,"C45, ",Automatic,Registered,GREY,8992400,Nigerian used,48
137,137,Toyota,Sequoia,2008.0,202667.0,"C45, Lagos",Automatic,Registered,GOLD,2474000,Nigerian used,14
138,138,Mercedes-Benz,Sprinter,2001.0,279391.0,"C45, Lagos",Automatic,Registered,White,3370000,Nigerian used,0
139,139,Honda,Accord,2003.0,289219.0,"C45, Abuja",Automatic,Registered,BLUE,962000,Nigerian used,48
140,140,Toyota,Camry,1997.0,378131.0,"C45, Onitsha",Automatic,Registered,,738000,Nigerian used,26
141,141,Toyota,Corolla,2015.0,94947.0,"C45, Abuja",Automatic,Registered,Black,5610000,Nigerian used,34
142,142,Toyota,Corolla,2009.0,160234.0,"C45, Abuja",Automatic,Registered,0,2138000,Nigerian used,34
143,143,Toyota,Corolla,2010.0,112034.0,"C45, Abuja",Manual,Registered,BLACK,1690000,Nigerian used,34
144,144,Mazda,Cx-7,2007.0,106603.0,"C45, ",Automatic,Registered,BLUE,1578000,Nigerian used,19
145,145,Nissan,Primera,2006.0,110536.0,"C45, Lagos",Manual,Imported,WHITE,1690000,Foreign used,0
146,146,Honda,Accord,2003.0,198719.0,"C45, Lagos",Automatic,Registered,0,1018000,Nigerian used,48
147,147,Lexus,Rx,2010.0,113398.0,"C45, Lagos",Automatic,Registered,WHITE,6506000,Nigerian used,23
148,148,Toyota,Corolla,2011.0,147762.0,"C45, Ibadan",Automatic,Imported,0,4378000,Foreign used,34
149,149,Mercedes-Benz,S320,2002.0,91077.0,"C45, Ilorin",Automatic,Registered,0,1018000,Nigerian used,18
150,150,Honda,Accord,2009.0,74178.0,"C45, Onitsha",Automatic,Registered,Silver,1578000,Nigerian used,48
151,151,Honda,Civic,2008.0,249024.0,"C45, Benin",Automatic,Registered,0,850000,Nigerian used,44
152,152,Toyota,Highlander,2003.0,183736.0,"C45, Lagos",Automatic,Registered,SILVER,1824400,Nigerian used,36
153,153,Toyota,Avensis,2006.0,281939.0,"C45, ",Automatic,Registered,Blue,1018000,Nigerian used,0
154,154,Toyota,Camry,2013.0,163762.0,"C45, Lagos",Automatic,Imported,BLACK,5050000,Foreign used,26
155,155,Acura,Mdx,2007.0,141078.0,"C45, Abuja",Automatic,Registered,GREY,2250000,Nigerian used,22
156,156,Honda,Accord,2000.0,181233.0,"C45, Lagos",Automatic,Registered,SILVER,682000,Nigerian used,48
157,157,Lexus,Is,2012.0,130784.0,"C45, Abuja",Automatic,Registered,Black,3370000,Nigerian used,0
158,158,Acura,Tl,2006.0,156240.0,"C45, Port",Automatic,Imported,Blue,3034000,Foreign used,23
159,159,Lexus,Rx,2005.0,98405.0,"C45, Asaba",Automatic,Registered,0,2250000,Nigerian used,23
160,160,Toyota,Camry,2004.0,207363.0,"C45, Lagos",Automatic,Registered,SILVER,2138000,Nigerian used,26
161,161,Honda,Accord,2011.0,84681.0,"C45, Port",Automatic,Registered,0,2922000,Nigerian used,48
162,162,Ford,Ecosport,2015.0,87000.0,"C45, Lagos",Automatic,Registered,Brown,3370000,Nigerian used,28
163,163,Land,Range,2006.0,122671.0,"C45, Lagos",Automatic,Registered,BLACK,2586000,Nigerian used,18
164,164,Acura,Tsx,2009.0,156629.0,"C45, Abuja",Automatic,Registered,0,2810000,Nigerian used,24
165,165,Toyota,Tacoma,2004.0,275053.0,"C45, Lagos",Automatic,Registered,WHITE,4490000,Nigerian used,18
166,166,Lexus,Rx,2000.0,207130.0,"C45, Benin",Automatic,Registered,0,1186000,Nigerian used,23
167,167,Toyota,VERSO,2005.0,289462.0,"C45, Lagos",Manual,Registered,WINE,1354000,Nigerian used,0
168,168,Toyota,Sienna,2012.0,90864.0,"C45, Lagos",Automatic,Imported,BLACK,7290000,Foreign used,20
169,169,Honda,Accord,2004.0,206985.0,"C45, Lagos",Automatic,Registered,Red,966250,Nigerian used,48
170,170,Tata,1318,2009.0,0.0,"C45, Lagos",Manual,Registered,WHITE,17370000,Nigerian used,0
171,171,Toyota,Rav4,2007.0,97927.0,"C45, Lagos",Automatic,Registered,Black,2485000,Nigerian used,30
172,172,Hyundai,Elantra,2009.0,162254.0,"C45, Lagos",Automatic,Registered,Black,1135000,Nigerian used,50
173,173,Toyota,Camry,2009.0,105493.0,"C45, Port",Automatic,Registered,Blue,2474000,Nigerian used,26
174,174,Nissan,Pathfinder,2006.0,237540.0,"C45, Lagos",Automatic,Registered,BLUE,1130000,Nigerian used,23
175,175,Volkswagen,Passat,2008.0,175649.0,"C45, Lagos",Automatic,Imported,0,1690000,Foreign used,28
176,176,Acura,Mdx,2010.0,83707.0,"C45, Lagos",Automatic,Imported,GREY,5610000,Foreign used,22
177,177,Honda,Cr-V,2018.0,4706.0,"C45, Lagos",Automatic,Registered,0,10090000,Nigerian used,30
178,178,Toyota,Camry,2012.0,115316.0,"C45, Lagos",Automatic,Registered,BLACK,3482000,Nigerian used,26
179,179,Toyota,Corolla,2004.0,237538.0,"C45, Abuja",Automatic,Registered,RED,1690000,Nigerian used,34
180,180,Audi,A6,2008.0,187435.0,"C45, Akure",Automatic,Imported,0,1690000,Foreign used,22
181,181,Toyota,Fj,2008.0,78628.0,"C45, Lagos",Automatic,Registered,YELLOW,7626000,Nigerian used,18
182,182,Toyota,Camry,2011.0,159513.0,"C45, Lagos",Automatic,Imported,BLUE,4042000,Foreign used,26
183,183,Kia,Cerato,2005.0,259543.0,"C45, Port",Manual,Registered,BLACK,441200,Nigerian used,0
184,184,Mercedes-Benz,Ml320,2001.0,215674.0,"C45, Port",Automatic,Registered,Black,1018000,Nigerian used,15
185,185,Honda,Accord,2010.0,275562.0,"C45, Ibadan",Automatic,Registered,0,1662000,Nigerian used,48
186,186,Toyota,Avensis,2007.0,116173.0,"C45, Abuja",Automatic,Registered,WINE,2250000,Nigerian used,0
187,187,Lexus,Es,2002.0,172541.0,"C45, Asaba",Automatic,Registered,BLUE,1690000,Nigerian used,26
188,188,Toyota,Matrix,2006.0,169976.0,"C45, Lagos",Automatic,Registered,0,1824400,Nigerian used,22
189,189,Ford,Everest,2006.0,125311.0,"C45, Lagos",Manual,Registered,0,906000,Nigerian used,0
190,190,Toyota,Corolla,2016.0,42411.0,"C45, Ilorin",Automatic,Imported,0,5610000,Foreign used,34
191,191,Mercedes-Benz,CLS,2007.0,18154.0,"C45, Ibadan",Automatic,Registered,0,3370000,Nigerian used,16
192,192,Ford,Edge,2007.0,203998.0,"C45, Ibadan",Automatic,Imported,0,3298331,Foreign used,24
193,193,BMW,X5,2003.0,0.0,"C45, Lagos",Automatic,Registered,BLACK,1522000,Nigerian used,23
194,194,Mercedes-Benz,ML430,1999.0,145515.0,"C45, Port",Automatic,Registered,Silver,850000,Nigerian used,16
195,195,Toyota,Sienna,2013.0,118466.0,"C45, Lagos",Automatic,Registered,GREY,4266000,Nigerian used,20
196,196,Lexus,Rx,2010.0,57177.0,"C45, Abuja",Automatic,Registered,White,8970000,Nigerian used,23
197,197,Lexus,Rx,2007.0,188900.0,"C45, Abuja",Automatic,Registered,GREY,2810000,Nigerian used,23
198,198,Toyota,Camry,1999.0,165174.0,"C45, Lagos",Automatic,Registered,0,906000,Nigerian used,26
199,199,Toyota,Camry,2014.0,109832.0,"C45, ",Automatic,Registered,GREY,4546000,Nigerian used,26
200,200,Ford,Escape,2010.0,182775.0,"C45, ",Automatic,Registered,Black,1690000,Nigerian used,30
201,201,Toyota,Avensis,2008.0,151385.0,"C45, Lagos",Automatic,Registered,0,850000,Nigerian used,0
202,202,Toyota,Camry,2016.0,38207.0,"C45, Lagos",Automatic,Registered,BLACK,5386000,Nigerian used,26
203,203,Kia,Optima,2010.0,176770.0,"C45, Abuja",Automatic,Registered,Black,1690000,Nigerian used,42
204,204,Kia,Sedona,2005.0,120893.0,"C45, Lagos",Automatic,Registered,WHITE,514000,Nigerian used,21
205,205,Nissan,Altima,2008.0,148011.0,"C45, Ibadan",Automatic,Registered,BLACK,1555600,Nigerian used,31
206,206,Toyota,Land,2009.0,103665.0,"C45, Port",Automatic,Registered,0,5610000,Nigerian used,14
207,207,Peugeot,206,2004.0,74276.0,"C45, Kaduna",Automatic,Imported,Blue,1802000,Foreign used,0
208,208,Kia,Rio,2004.0,129591.0,"C45, Lagos",Automatic,Registered,Gold,346000,Nigerian used,36
209,209,Great,Voleex,2012.0,74601.0,"C45, Port",Manual,Registered,White,3370000,Nigerian used,0
210,210,Lexus,Rx,2005.0,81131.0,"C45, Port",Automatic,Registered,BLUE,3146000,Nigerian used,23
211,211,Peugeot,206,2004.0,999999.0,"C45, Kaduna",Manual,Imported,BLUE,1690000,Foreign used,0
212,212,Mercedes-Benz,E320,2003.0,79145.0,"C45, Abuja",Automatic,Registered,Black,1130000,Nigerian used,20
213,213,Kia,Rio,2009.0,194624.0,"C45, Port",Automatic,Registered,Blue,794000,Nigerian used,36
214,214,Lexus,Gs,2006.0,136124.0,"C45, ",Automatic,Registered,Purple,2026000,Nigerian used,19
215,215,Honda,Odyssey,2004.0,187710.0,"C45, Port",Automatic,Registered,0,962000,Nigerian used,22
216,216,Ford,Explorer,2015.0,79590.0,"C45, Lagos",Automatic,Registered,brown,6170000,Nigerian used,24
217,217,Honda,Pilot,2008.0,191513.0,"C45, Abuja",Automatic,Registered,Grey,1690000,Nigerian used,23
218,218,Toyota,Corolla,2009.0,165224.0,"C45, Abuja",Automatic,Registered,BLACK,2250000,Nigerian used,34
219,219,Nissan,Xterra,2005.0,129304.0,"C45, Kaduna",Automatic,Registered,Silver,1466000,Nigerian used,18
220,220,Lexus,Gs,2006.0,116138.0,"C45, Lagos",Automatic,Imported,GREY,3034000,Foreign used,19
221,221,Honda,Civic,2001.0,214323.0,"C45, Lagos",Automatic,Registered,Red,906000,Nigerian used,44
222,222,Hyundai,I10,2014.0,100659.0,"C45, Port",Manual,Registered,GREY,1242000,Nigerian used,0
223,223,Nissan,Pathfinder,2001.0,235252.0,"C45, Port",Automatic,Registered,Black,648400,Nigerian used,23
224,224,Lexus,Is300,2019.0,12915.0,"C45, Abuja",Automatic,Registered,BLACK,16810000,Nigerian used,21
225,225,Toyota,Corolla,2005.0,152317.0,"C45, Kaduna",Automatic,Registered,RED,1802000,Nigerian used,34
226,226,Toyota,Rav4,2009.0,97533.0,"C45, Ilorin",Automatic,Registered,0,2810000,Nigerian used,30
227,227,Lexus,Es,2006.0,98626.0,"C45, Ibadan",Automatic,Registered,0,1880400,Nigerian used,26
228,228,Nissan,Murano,2009.0,88723.0,"C45, Lagos",Automatic,Registered,0,1074000,Nigerian used,23
229,229,Peugeot,307,2007.0,214171.0,"C45, Kaduna",Manual,Registered,SILVER,906000,Nigerian used,0
230,230,Cadillac,Cts,2008.0,1.0,"C45, Lagos",Automatic,Registered,BROWN,2362000,Nigerian used,16
231,231,Toyota,Corolla,2006.0,230367.0,"C45, Abuja",Automatic,Registered,BLUE,1578000,Nigerian used,34
232,232,Mazda,Cx-7,2008.0,117747.0,"C45, Lagos",Automatic,Registered,0,1410000,Nigerian used,19
233,233,Lexus,GS,2007.0,164323.0,"C45, ",Automatic,Registered,Black,2922000,Nigerian used,19
234,234,Hyundai,Elantra,2011.0,0.0,"C45, Lagos",Automatic,Registered,Black,1634000,Nigerian used,50
235,235,Toyota,Corolla,2006.0,215530.0,"C45, Kaduna",Automatic,Registered,BLUE,1858000,Nigerian used,34
236,236,Toyota,Sienna,2005.0,138216.0,"C45, Port",Automatic,Registered,0,1410000,Nigerian used,20
237,237,Toyota,Avensis,2007.0,111576.0,"C45, ",Automatic,Registered,BROWN,1354000,Nigerian used,0
238,238,Peugeot,307,2006.0,999999.0,"C45, Kaduna",Automatic,Imported,BLACK,1858000,Foreign used,0
239,239,Toyota,Land,2013.0,76358.0,"C45, Lagos",Automatic,Registered,0,16810000,Nigerian used,14
240,240,Honda,Cr-V,2007.0,187053.0,"C45, Lagos",Automatic,Registered,0,1802000,Nigerian used,30
241,241,Kia,Soul,2010.0,134157.0,"C45, Ibadan",Automatic,Registered,0,962000,Nigerian used,114
242,242,Lexus,Gs,2006.0,161163.0,"C45, Abuja",Automatic,Registered,SILVER,2810000,Nigerian used,19
