,Unnamed: 0,Make,Model,Year,Mileage (KM),Location,Transmission,Selling Condition,Colour,Price,Used Location,MPG
619,619,Peugeot,508,2013.0,134920.0,"C45, Abuja",Automatic,Registered,Black,2922000,Nigerian used,0
620,620,Nissan,X-Trail,2004.0,261799.0,"C45, Lagos",Automatic,Imported,RED,3034000,Foreign used,23
621,621,Mercedes-Benz,C300,2015.0,48150.0,"C45, Lagos",Automatic,Registered,Black,10090000,Nigerian used,27
622,622,Lexus,Gs,2006.0,86551.0,"C45, Ibadan",Automatic,Imported,0,4042000,Foreign used,19
623,623,Volvo,Xc90,2008.0,136895.0,"C45, Lagos",Automatic,Registered,0,1690000,Nigerian used,25
624,624,Mercedes-Benz,Ml550,2008.0,128794.0,"C45, Port",Automatic,Registered,BLUE,4490000,Nigerian used,16
625,625,Toyota,Camry,2007.0,196964.0,"C45, Lagos",Automatic,Registered,blue,2474000,Nigerian used,26
626,626,Toyota,Land,2018.0,19369.0,"C45, Lagos",Automatic,Registered,0,33610000,Nigerian used,14
627,627,Nissan,Xterra,2000.0,133259.0,"C45, Port",Automatic,Registered,Silver,794000,Nigerian used,18
628,628,Ford,Explorer,2010.0,99479.0,"C45, Abuja",Automatic,Registered,RED,2250000,Nigerian used,24
629,629,Honda,Cr-V,2018.0,72750.0,"C45, Lagos",Automatic,Registered,RED,8298000,Nigerian used,30
630,630,Honda,Civic,1999.0,86093.0,"C45, Lagos",Automatic,Imported,green,906000,Foreign used,44
631,631,Honda,Civic,2003.0,229543.0,"C45, Abuja",Manual,Registered,BLACK,794000,Nigerian used,44
632,632,Pontiac,Vibe,2007.0,299999.0,"C45, Ilorin",Automatic,Imported,0,2922000,Foreign used,22
633,633,Toyota,Camry,2012.0,73987.0,"C45, Abuja",Automatic,Registered,GREY,3146000,Nigerian used,26
634,634,Honda,Hr-V,2016.0,91615.0,"C45, Abuja",Automatic,Imported,Grey,6730000,Foreign used,0
635,635,Toyota,4Runner,2000.0,195134.0,"C45, Port",Automatic,Registered,0,1242000,Nigerian used,17
636,636,Toyota,Camry,2007.0,299149.0,"C45, Abuja",Automatic,Registered,Silver,2138000,Nigerian used,26
637,637,Toyota,Rav4,2016.0,87799.0,"C45, Lagos",Automatic,Imported,RED,8970000,Foreign used,30
638,638,Ford,Edge,2012.0,149003.0,"C45, Lagos",Automatic,Imported,WHITE,5050000,Foreign used,24
639,639,Lexus,Es,2007.0,110924.0,"C45, Port",Automatic,Registered,0,3930000,Nigerian used,26
640,640,Mazda,323,2001.0,240628.0,"C45, Abuja",Manual,Registered,WHITE,682000,Nigerian used,0
641,641,Toyota,Corolla,2010.0,78394.0,"C45, Port",Automatic,Registered,GREY,4266000,Nigerian used,34
642,642,Lexus,GS,2007.0,242032.0,"C45, Lagos",Automatic,Imported,SILVER,2922000,Foreign used,19
643,643,Nissan,Pathfinder,2006.0,74754.0,"C45, Lagos",Automatic,Registered,RED,1130000,Nigerian used,23
644,644,Honda,Cr-V,2003.0,204956.0,"C45, ",Automatic,Registered,SILVER,738000,Nigerian used,30
645,645,Toyota,Solara,2000.0,249858.0,"C45, Ilorin",Automatic,Registered,0,962000,Nigerian used,21
646,646,Mercedes-Benz,C320,2003.0,544340.0,"C45, Abuja",Automatic,Registered,BLUE,738000,Nigerian used,19
647,647,Honda,Accord,2013.0,149285.0,"C45, Ibadan",Automatic,Registered,0,4042000,Nigerian used,48
648,648,Mercedes-Benz,S550,2008.0,168826.0,"C45, Abuja",Automatic,Imported,Black,10090000,Foreign used,21
649,649,Mercedes-Benz,C200,2002.0,142819.0,"C45, Kaduna",Automatic,Imported,SILVER,2810000,Foreign used,0
650,650,Toyota,Coaster,2006.0,71168.0,"C45, Lagos",Manual,Registered,White,9530000,Nigerian used,0
651,651,Honda,Accord,2009.0,22333.0,"C45, Ilorin",Automatic,Registered,0,1634000,Nigerian used,48
652,652,BMW,3,2007.0,137992.0,"C45, Lagos",Automatic,Registered,SILVER,1914000,Nigerian used,0
653,653,Lexus,LS460,2007.0,91097.0,"C45, ",Automatic,Registered,Ivory,2250000,Nigerian used,0
654,654,Toyota,Corolla,2005.0,235012.0,"C45, Lagos",Automatic,Imported,RED,2362000,Foreign used,34
655,655,Mercedes-Benz,R350,2006.0,100421.0,"C45, Lagos",Automatic,Imported,Grey,2978000,Foreign used,17
656,656,Nissan,Titan,2018.0,30879.0,"C45, Lagos",Automatic,Registered,0,16810000,Nigerian used,18
657,657,Toyota,Camry,2003.0,266263.0,"C45, Lagos",Automatic,Registered,BLACK,1634000,Nigerian used,26
658,658,Mercedes-Benz,GL450,2008.0,125134.0,"C45, Benin",Automatic,Registered,BLACK,3500000,Nigerian used,19
659,659,Toyota,Corolla,2001.0,176884.0,"C45, Abuja",Automatic,Registered,RED,850000,Nigerian used,34
660,660,Ford,Edge,2007.0,170523.0,"C45, Lagos",Automatic,Imported,0,3034000,Foreign used,24
661,661,Lexus,Es,2007.0,149693.0,"C45, Abuja",Automatic,Imported,BLACK,5050000,Foreign used,26
662,662,Land,Range,2013.0,37846.0,"C45, Port",Automatic,Registered,Black,11210000,Nigerian used,18
663,663,Land,Range,2006.0,223540.0,"C45, Abuja",Automatic,Imported,Grey,4602000,Foreign used,18
664,664,Peugeot,307,2002.0,208850.0,"C45, Kaduna",Automatic,Registered,Red,738000,Nigerian used,0
665,665,Lexus,Rx,2002.0,142560.0,"C45, Port",Automatic,Registered,Gold,1802000,Nigerian used,23
666,666,Toyota,Camry,2000.0,304964.0,"C45, Abuja",Automatic,Registered,GOLD,1074000,Nigerian used,26
667,667,Lexus,Rx,2005.0,129529.0,"C45, ",Automatic,Registered,GOLD,2810000,Nigerian used,23
668,668,Ford,Edge,2009.0,872345.0,"C45, Lagos",Automatic,Registered,0,1354000,Nigerian used,24
669,669,Honda,Accord,2010.0,140320.0,"C45, Lagos",Automatic,Registered,0,2138000,Nigerian used,48
670,670,Ford,Focus,2012.0,196565.0,"C45, Abuja",Automatic,Registered,Red,1802000,Nigerian used,107
671,671,Toyota,Sienna,2012.0,99246.0,"C45, Lagos",Automatic,Registered,BLUE,5050000,Nigerian used,20
672,672,Honda,Accord,1996.0,99999.0,"C45, Kaduna",Automatic,Registered,GREY,514000,Nigerian used,48
673,673,Toyota,Sienna,2004.0,208069.0,"C45, Port",Automatic,Registered,Blue,1410000,Nigerian used,20
674,674,Honda,Accord,2013.0,122556.0,"C45, Lagos",Automatic,Registered,WINE,2810000,Nigerian used,48
675,675,Acura,Mdx,2001.0,130191.0,"C45, Port",Automatic,Registered,0,794000,Nigerian used,22
676,676,Hyundai,Santa,2010.0,183957.0,"C45, Akure",Automatic,Registered,0,2250000,Nigerian used,32
677,677,Toyota,4Runner,2008.0,166988.0,"C45, Lagos",Automatic,Registered,SILVER,4042000,Nigerian used,17
678,678,Toyota,Rav4,2011.0,104165.0,"C45, Lagos",Automatic,Imported,0,4490000,Foreign used,30
679,679,Toyota,Camry,2009.0,184450.0,"C45, Ibadan",Automatic,Imported,WHITE,3123600,Foreign used,26
680,680,Honda,Pilot,2009.0,77855.0,"C45, Abuja",Automatic,Registered,Grey,3370000,Nigerian used,23
681,681,Honda,Accord,2003.0,999999.0,"C45, Kaduna",Automatic,Registered,maroon,1074000,Nigerian used,48
682,682,Land,RANGE,2006.0,178013.0,"C45, Lagos",Automatic,Registered,0,3818000,Nigerian used,18
683,683,Toyota,Camry,2004.0,241887.0,"C45, Lagos",Automatic,Registered,SILVER,1130000,Nigerian used,26
684,684,Honda,Odyssey,2011.0,133659.0,"C45, Lagos",Automatic,Registered,GOLD,2586000,Nigerian used,22
685,685,CHANGAN,CS35,2015.0,67.0,"C45, Lagos",Automatic,Registered,Red,2810000,Nigerian used,0
686,686,Lexus,Es,2007.0,215685.0,"C45, Abuja",Automatic,Registered,SILVER,4602000,Nigerian used,26
687,687,Toyota,Camry,2007.0,222283.0,"C45, ",Automatic,Registered,Black,2250000,Nigerian used,26
688,688,BMW,3,2002.0,226870.0,"C45, Kaduna",Automatic,Registered,GREY,2026000,Nigerian used,0
689,689,Mercedes-Benz,Ml350,2011.0,43175.0,"C45, Lagos",Automatic,Registered,GREY,3610000,Nigerian used,20
690,690,Toyota,Camry,2010.0,110239.0,"C45, Port",Automatic,Registered,WHITE,2474000,Nigerian used,26
691,691,Mercedes-Benz,GLK,2010.0,84716.0,"C45, Lagos",Automatic,Registered,SILVER,5610000,Nigerian used,0
692,692,Toyota,Camry,2002.0,157036.0,"C45, Benin",Automatic,Registered,0,1634000,Nigerian used,26
693,693,Nissan,Note,2008.0,138695.0,"C45, Lagos",Manual,Registered,Silver,1466000,Nigerian used,23
694,694,Acura,Mdx,2007.0,110740.0,"C45, Lagos",Automatic,Registered,Black,2474000,Nigerian used,22
695,695,Hyundai,Elantra,2008.0,197180.0,"C45, Lagos",Automatic,Registered,Blue,1242000,Nigerian used,50
696,696,Ford,Explorer,2006.0,164289.0,"C45, Ilorin",Automatic,Registered,0,1802000,Nigerian used,24
697,697,Acura,Mdx,2011.0,258473.0,"C45, Benin",Automatic,Imported,0,6506000,Foreign used,22
698,698,Land,Range,2013.0,103164.0,"C45, Lagos",Automatic,Registered,0,8970000,Nigerian used,18
699,699,Ford,Edge,2014.0,66832.0,"C45, Lagos",Automatic,Registered,Silver,2586000,Nigerian used,24
700,700,Toyota,Rav4,1995.0,142444.0,"C45, Ilorin",Manual,Registered,0,962000,Nigerian used,30
701,701,Acura,Tl,2002.0,260464.0,"C45, Port",Automatic,Registered,BLACK,710000,Nigerian used,23
702,702,Toyota,Camry,2009.0,130991.0,"C45, ",Automatic,Registered,0,2194000,Nigerian used,26
703,703,Toyota,Corolla,2008.0,80819.0,"C45, Onitsha",Automatic,Registered,Black,2250000,Nigerian used,34
704,704,Lexus,Rx,2003.0,85277.0,"C45, Lagos",Automatic,Imported,BLACK,4714000,Foreign used,23
705,705,Nissan,Murano,2006.0,171122.0,"C45, Abuja",Automatic,Registered,RED,850000,Nigerian used,23
706,706,Land,RANGE,2006.0,116965.0,"C45, Lagos",Automatic,Registered,0,2922000,Nigerian used,18
707,707,Toyota,4Runner,2003.0,63804.0,"C45, Port",Automatic,Registered,0,3930000,Nigerian used,17
708,708,Toyota,Camry,2003.0,126385.0,"C45, Lagos",Automatic,Registered,Grey,1472500,Nigerian used,26
709,709,Audi,A5,2010.0,71117.0,"C45, Lagos",Automatic,Imported,Black,5050000,Foreign used,27
710,710,Acura,Mdx,2012.0,115633.0,"C45, Lagos",Automatic,Registered,GRAY,3930000,Nigerian used,22
711,711,Mercedes-Benz,A200,2005.0,201670.0,"C45, Lagos",Automatic,Imported,0,2922000,Foreign used,0
712,712,Toyota,Camry,2007.0,82064.0,"C45, Lagos",Automatic,Registered,BLACK,1802000,Nigerian used,26
713,713,Volvo,S80,2000.0,243667.0,"C45, Lagos",Automatic,Registered,0,962000,,29
714,714,BMW,X6,2008.0,63293.0,"C45, ",Automatic,Registered,Green,6170000,Nigerian used,23
715,715,Toyota,Camry,2016.0,64583.0,"C45, Abuja",Automatic,Registered,0,5834000,Nigerian used,26
716,716,Toyota,Camry,1999.0,280527.0,"C45, Abuja",Automatic,Registered,RED,906000,Nigerian used,26
717,717,Ford,F-150,2008.0,272375.0,"C45, Ibadan",Automatic,Imported,WINE,1654126,Foreign used,19
718,718,Toyota,Camry,2005.0,186842.0,"C45, ",Automatic,Registered,Blue,1746000,Nigerian used,26
719,719,Mercedes-Benz,C300,2008.0,63461.0,"C45, Lagos",Automatic,Registered,BLACK,2362000,Nigerian used,27
720,720,Honda,Accord,2003.0,304326.0,"C45, Port",Automatic,Registered,Black,1354000,Nigerian used,48
721,721,Lexus,Rx,2003.0,221107.0,"C45, Lagos",Automatic,Registered,0,1802000,Nigerian used,23
722,722,Chrysler,Pt,2007.0,85719.0,"C45, Onitsha",Automatic,Registered,Black,1690000,Nigerian used,21
723,723,Kia,Sportage,2009.0,105229.0,"C45, Lagos",Automatic,Registered,0,1578000,Nigerian used,23
724,724,Toyota,Camry,2015.0,125481.0,"C45, Lagos",Automatic,Imported,BLACK,4826000,Foreign used,26
725,725,Toyota,Rav4,2007.0,221203.0,"C45, Lagos",Automatic,Imported,BLUE,3986000,Foreign used,30
726,726,Toyota,Sienna,2002.0,234612.0,"C45, Lagos",Automatic,Registered,BLUE,962000,Nigerian used,20
727,727,Honda,Accord,1998.0,999999.0,"C45, Kaduna",Automatic,Registered,silver,570000,Nigerian used,48
728,728,Toyota,Camry,2011.0,169525.0,"C45, Lagos",Automatic,Imported,GOLD,3986000,Foreign used,26
729,729,Toyota,Hilux,2011.0,144233.0,"C45, Lagos",Manual,Registered,WHITE,5050000,Nigerian used,0
730,730,Toyota,Highlander,2002.0,256555.0,"C45, Abuja",Automatic,Registered,Grey,1242000,Nigerian used,36
731,731,Toyota,Rav4,2018.0,42710.0,"C45, Port",Automatic,Imported,RED,15690000,Foreign used,30
732,732,Nissan,Almera,2003.0,143464.0,"C45, ",Automatic,Registered,Black,738000,Nigerian used,0
733,733,Hyundai,Sonata,2011.0,99222.0,"C45, Ilorin",Automatic,Registered,0,2810000,Nigerian used,47
734,734,Mercedes-Benz,Ml500,2006.0,278853.0,"C45, Onitsha",Automatic,Registered,Black,2810000,Nigerian used,14
735,735,Lexus,Rx,2004.0,94316.0,"C45, Benin",Automatic,Registered,0,2810000,Nigerian used,23
736,736,Mercedes-Benz,Ml350,2013.0,165337.0,"C45, Lagos",Automatic,Registered,WHITE,8410000,Nigerian used,20
737,737,Lexus,Gs,2006.0,160620.0,"C45, Abuja",Automatic,Imported,BLACK,3370000,Foreign used,19
738,738,Toyota,Corolla,2012.0,46499.0,"C45, Port",Automatic,Registered,Black,3930000,Nigerian used,34
739,739,Peugeot,307,2002.0,138443.0,"C45, Kaduna",Automatic,Registered,Silver,1074000,Nigerian used,0
740,740,Mercedes-Benz,CLA250,2014.0,60180.0,"C45, ",Automatic,Registered,WHITE,7850000,Nigerian used,29
741,741,Honda,Accord,2008.0,201440.0,"C45, Lagos",Automatic,Imported,Black,2362000,Foreign used,48
742,742,Toyota,4Runner,2006.0,109188.0,"C45, Asaba",Automatic,Registered,GOLD,2250000,Nigerian used,17
743,743,Toyota,Rav4,2008.0,92466.0,"C45, Lagos",Automatic,Imported,BLUE,4154000,Foreign used,30
744,744,WHITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6170000,,0
745,745,Acura,Rdx,2014.0,103558.0,"C45, Lagos",Automatic,Imported,0,8970000,Foreign used,24
746,746,Lexus,Es,2010.0,174545.0,"C45, Lagos",Automatic,Imported,BLACK,6506000,Foreign used,26
747,747,Volkswagen,Passat,2006.0,150515.0,"C45, Ibadan",Automatic,Registered,0,779440,Nigerian used,28
748,748,Toyota,Corolla,2005.0,267670.0,"C45, Lagos",Automatic,Registered,BLUE,2474000,Nigerian used,34
749,749,Toyota,Corolla,2006.0,270285.0,"C45, Lagos",Automatic,Imported,0,2586000,Foreign used,34
750,750,Nissan,Xterra,2002.0,272305.0,"C45, Abuja",Automatic,Registered,Silver,738000,Nigerian used,18
751,751,Honda,Cr-V,2006.0,255174.0,"C45, Lagos",Automatic,Registered,silver,1018000,Nigerian used,30
752,752,Volkswagen,Passat,2006.0,188192.0,"C45, Abuja",Automatic,Registered,GREY,1690000,Nigerian used,28
753,753,Honda,Accord,2003.0,234744.0,"C45, Lagos",Automatic,Registered,0,1242000,Nigerian used,48
754,754,Chevrolet,Optra,2008.0,272712.0,"C45, Kaduna",Automatic,Registered,GREEN,1018000,Nigerian used,0
755,755,Toyota,Sienna,2000.0,230710.0,"C45, Lagos",Automatic,Registered,0,1354000,Nigerian used,20
756,756,Infiniti,Qx56,2011.0,57858.0,"C45, Lagos",Automatic,Registered,0,6842000,Nigerian used,16
757,757,Toyota,Venza,2013.0,23751.0,"C45, Port",Automatic,Registered,Grey,5050000,Nigerian used,39
758,758,Honda,Cr-V,2008.0,147203.0,"C45, Kaduna",Automatic,Registered,BLUE,1802000,Nigerian used,30
759,759,Honda,Civic,2005.0,277696.0,"C45, Port",Automatic,Registered,0,738000,Nigerian used,44
760,760,Ford,Fusion,2010.0,86932.0,"C45, Akure",Automatic,Registered,0,704400,Nigerian used,23
761,761,Toyota,Corolla,1999.0,273413.0,"C45, Benin",Automatic,Registered,0,771600,Nigerian used,34
762,762,Honda,Cr-V,2008.0,90137.0,"C45, Lagos",Automatic,Registered,Green,1690000,Nigerian used,30
763,763,Audi,Tt,2008.0,105465.0,"C45, Lagos",Automatic,Imported,0,2866000,Foreign used,24
764,764,BMW,5,2009.0,240953.0,"C45, Lagos",Automatic,Imported,SILVER,1914000,Foreign used,0
765,765,BMW,X5,2001.0,245188.0,"C45, ",Automatic,Registered,BLUE,1247500,Nigerian used,23
766,766,Mercedes-Benz,GLK,2010.0,142359.0,"C45, Abuja",Automatic,Registered,BLACK,6506000,Nigerian used,0
767,767,Ford,Transit,2010.0,362963.0,"C45, ",Manual,Registered,White,5610000,Nigerian used,22
768,768,Dodge,Charger,2006.0,173980.0,"C45, Lagos",Automatic,Registered,silver,1186000,Nigerian used,18
769,769,Rover,600,1998.0,235940.0,"C45, Abuja",Automatic,Registered,BLACK,570000,Nigerian used,0
770,770,Mercedes-Benz,C280,2006.0,114766.0,"C45, Lagos",Automatic,Registered,BLACK,1690000,Nigerian used,22
771,771,Audi,A4,2009.0,206394.0,"C45, Lagos",Automatic,Imported,White,3874000,Foreign used,29
772,772,Peugeot,307,2001.0,195235.0,"C45, Kaduna",Manual,Registered,RED,850000,Nigerian used,0
773,773,Honda,Cr-V,2005.0,167031.0,"C45, Abuja",Automatic,Registered,black,1242000,Nigerian used,30
774,774,Hyundai,Ix35,2011.0,136955.0,"C45, Lagos",Automatic,Registered,green,2474000,Nigerian used,0
775,775,Ford,Explorer,2018.0,43471.0,"C45, Lagos",Automatic,Registered,BLACK,6300000,Nigerian used,24
776,776,Toyota,Fortuner,2013.0,72593.0,"C45, Ibadan",Automatic,Registered,0,6586512,Nigerian used,0
777,777,Toyota,Venza,2011.0,80129.0,"C45, Lagos",Automatic,Imported,SILVER,7290000,Foreign used,39
778,778,Mazda,Cx-7,2010.0,89370.0,"C45, Lagos",Automatic,Imported,BLACK,3370000,Foreign used,19
779,779,Mercedes-Benz,C280,2007.0,108869.0,"C45, Kaduna",Automatic,Registered,Red,1914000,Nigerian used,22
780,780,Audi,A4,1998.0,169217.0,"C45, ",Manual,Registered,Blue,794000,Nigerian used,29
781,781,Mercedes-Benz,C350,2008.0,211005.0,"C45, Abuja",Automatic,Registered,Grey,2306000,Nigerian used,20
782,782,Volkswagen,Jetta,2015.0,83282.0,"C45, Ibadan",Automatic,Registered,0,3594000,Nigerian used,44
783,783,Toyota,Corolla,2008.0,208436.0,"C45, Kaduna",Automatic,Registered,SILVER,3818000,Nigerian used,34
784,784,Nissan,Pathfinder,2006.0,67810.0,"C45, Lagos",Automatic,Registered,White,1690000,Nigerian used,23
785,785,Ford,Explorer,2014.0,91730.0,"C45, Ibadan",Automatic,Registered,BLACK,5271210,Nigerian used,24
786,786,Lexus,Rx,2004.0,88471.0,"C45, Port",Automatic,Registered,0,1914000,Nigerian used,23
787,787,Peugeot,406,2001.0,420289.0,"C45, Kaduna",Manual,Registered,Grey,906000,Nigerian used,0
788,788,Volkswagen,Eos,2007.0,112278.0,"C45, Lagos",Automatic,Imported,Red,3258000,Foreign used,25
789,789,Toyota,Land,2013.0,132771.0,"C45, Lagos",Automatic,Registered,0,15690000,Nigerian used,14
790,790,Toyota,Camry,2005.0,264163.0,"C45, Lagos",Automatic,Registered,BLACK,1690000,Nigerian used,26
791,791,Toyota,Camry,2004.0,179450.0,"C45, Abuja",Automatic,Registered,CUSTOM,1578000,Nigerian used,26
792,792,Acura,Mdx,2004.0,129735.0,"C45, Lagos",Automatic,Registered,0,1300000,Nigerian used,22
793,793,Volkswagen,Passat,2009.0,126186.0,"C45, Lagos",Automatic,Imported,SILVER,3034000,Foreign used,28
794,794,Toyota,Camry,2008.0,182182.0,"C45, ",Automatic,Registered,Green,1970000,Nigerian used,26
795,795,Mercedes-Benz,C300,2009.0,97963.0,"C45, Lagos",Automatic,Imported,0,3441250,Foreign used,27
796,796,Toyota,Rav4,2005.0,138458.0,"C45, Lagos",Automatic,Imported,BLUE,2698000,Foreign used,30
797,797,Opel,Zafira,2004.0,236821.0,"C45, Kaduna",Manual,Imported,BLUE,1466000,Foreign used,0
798,798,Nissan,Sentra,2010.0,127141.0,"C45, Abuja",Automatic,Registered,Red,1354000,Nigerian used,32
799,799,Land,Lr3,2009.0,166790.0,"C45, Lagos",Automatic,Imported,0,4266000,Foreign used,0
800,800,Volkswagen,LT,2005.0,193274.0,"C45, Lagos",Manual,Registered,0,3034000,Nigerian used,0
801,801,Pontiac,Vibe,2005.0,299999.0,"C45, Abuja",Automatic,Registered,Blue,1578000,Nigerian used,22
802,802,Mercedes-Benz,E350,2013.0,80888.0,"C45, Lagos",Automatic,Registered,WHITE,5610000,Nigerian used,25
803,803,Honda,Pilot,2003.0,172651.0,"C45, Abuja",Semiautomatic,Registered,SILVER,1466000,Nigerian used,23
804,804,Volkswagen,Passat,2008.0,111488.0,"C45, Lagos",Automatic,Registered,GREY,1298000,Nigerian used,28
805,805,Chevrolet,Traverse,2010.0,139741.0,"C45, Abuja",Automatic,Registered,BLACK,4154000,Nigerian used,21
806,806,Honda,Accord,2012.0,100718.0,"C45, Kaduna",Automatic,Imported,BLACK,4266000,Foreign used,48
807,807,Honda,Pilot,2007.0,178894.0,"C45, Port",Automatic,Registered,BLUE,1690000,Nigerian used,23
808,808,Honda,Cr-V,2003.0,300553.0,"C45, Abuja",Automatic,Registered,GOLD,906000,Nigerian used,30
809,809,Chrysler,300,2005.0,363809.0,"C45, Lagos",Automatic,Registered,BLACK,1690000,Nigerian used,21
810,810,Chrysler,300,2005.0,61488.0,"C45, Lagos",Automatic,Registered,BLUE,2250000,Nigerian used,21
811,811,Hyundai,Sonata,2015.0,58118.0,"C45, Port",Automatic,Registered,Brown,5386000,Nigerian used,47
812,812,Acura,Mdx,2004.0,266918.0,"C45, Abuja",Automatic,Registered,Silver,1242000,Nigerian used,22
813,813,Toyota,Highlander,2006.0,80914.0,"C45, ",Automatic,Registered,Red,2922000,Nigerian used,36
814,814,Mercedes-Benz,GL450,2007.0,1.0,"C45, Port",Automatic,Registered,GREY,4490000,Nigerian used,19
815,815,Audi,Q7,2007.0,123054.0,"C45, Abuja",Automatic,Registered,Silver,3370000,Nigerian used,0
816,816,Toyota,Venza,2009.0,102102.0,"C45, Lagos",Automatic,Registered,BROWN,5050000,Nigerian used,39
817,817,Honda,Pilot,2007.0,304245.0,"C45, Lagos",Automatic,Registered,WINE,1578000,Nigerian used,23
818,818,Toyota,Land,2009.0,138229.0,"C45, Port",Automatic,Registered,Grey,5050000,Nigerian used,14
819,819,Toyota,Corolla,2015.0,25873.0,"C45, Kaduna",Automatic,Imported,Silver,4714000,Foreign used,34
820,820,Lexus,Is,2001.0,182071.0,"C45, Lagos",Automatic,Registered,BLACK,1018000,Nigerian used,0
821,821,Mercedes,Glk,2012.0,41834.0,"C45, Port",Automatic,Registered,Red,6730000,Nigerian used,0
822,822,Hyundai,Sonata,2011.0,112832.0,"C45, Lagos",Automatic,Registered,0,2306000,Nigerian used,47
823,823,Toyota,Sienna,2000.0,152272.0,"C45, Benin",Automatic,Registered,gold,1242000,Nigerian used,20
824,824,Honda,Accord,2011.0,6260.0,"C45, Port",Automatic,Registered,Black,5050000,Nigerian used,48
825,825,Toyota,Camry,2007.0,78776.0,"C45, Port",Automatic,Registered,GREEN,1802000,Nigerian used,26
826,826,Lexus,Gx,2005.0,98055.0,"C45, Ibadan",Automatic,Imported,0,3370000,Foreign used,16
827,827,Honda,Accord,2003.0,124967.0,"C45, ",Automatic,Registered,0,794000,Nigerian used,48
828,828,Nissan,Maxima,2011.0,87485.0,"C45, Lagos",Automatic,Imported,0,3370000,Foreign used,24
829,829,Lexus,Es,2008.0,109689.0,"C45, Lagos",Automatic,Registered,0,3258000,Nigerian used,26
830,830,Peugeot,307,2002.0,44270.0,"C45, Kaduna",Manual,Registered,Silver,794000,Nigerian used,0
831,831,Toyota,Sienna,2005.0,221575.0,"C45, Abuja",Automatic,Registered,RED,1891600,Nigerian used,20
832,832,Toyota,Rav4,2002.0,211164.0,"C45, ",Automatic,Registered,BLUE,749200,Nigerian used,30
833,833,Lexus,Rx,2002.0,218125.0,"C45, Benin",Automatic,Registered,0,1466000,Nigerian used,23
834,834,Honda,Accord,2007.0,183997.0,"C45, Abuja",Automatic,Registered,BLACK,1354000,Nigerian used,48
835,835,Dodge,Caravan,2003.0,229927.0,"C45, Ilorin",Automatic,Registered,0,906000,Nigerian used,0
836,836,Toyota,4Runner,2003.0,114502.0,"C45, Lagos",Automatic,Registered,0,1410000,Nigerian used,17
837,837,Toyota,Rav4,2007.0,0.0,"C45-Express,, ",0,0.0,0.0,3100000,Nigerian used,30
838,838,Toyota,Land,2009.0,123342.0,"C45, Lagos",Automatic,Registered,0,12330000,Nigerian used,14
839,839,Mazda,Cx-7,2007.0,121442.0,"C45, Lagos",Automatic,Imported,BLACK,2362000,Foreign used,19
840,840,Hyundai,Santa,2003.0,275970.0,"C45, Ibadan",Automatic,Registered,0,883600,Nigerian used,32
841,841,Nissan,Rogue,2010.0,126964.0,"C45, Port",Automatic,Registered,0,1970000,Nigerian used,28
842,842,Peugeot,408,2012.0,146728.0,"C45, Abuja",Automatic,Registered,Black,1354000,Nigerian used,0
843,843,Peugeot,406,2008.0,271456.0,"C45, Kaduna",Manual,Registered,GREY,1130000,Nigerian used,0
844,844,Lexus,Es,2004.0,97925.0,"C45, ",Automatic,Registered,Silver,2922000,Nigerian used,26
845,845,Toyota,Matrix,2009.0,199111.0,"C45, ",Automatic,Registered,BLUE,2138000,Nigerian used,22
846,846,Ford,Explorer,2006.0,170797.0,"C45, Lagos",Automatic,Registered,BLACK,1018000,Nigerian used,24
847,847,Ford,Windstar,2000.0,136267.0,"C45, Lagos",Automatic,Registered,GREEN,626000,Nigerian used,18
848,848,Nissan,Murano,2003.0,180505.0,"C45, Lagos",Automatic,Imported,Blue,2026000,Foreign used,23
849,849,Toyota,Highlander,2008.0,283347.0,"C45, Lagos",Automatic,Registered,BLACK,3616400,Nigerian used,36
850,850,Mercedes-Benz,GL450,2008.0,136537.0,"C45, Lagos",Automatic,Registered,0,3930000,Nigerian used,19
851,851,Acura,Mdx,2003.0,251557.0,"C45, Onitsha",Automatic,Registered,Blue,900000,Nigerian used,22
852,852,Lexus,Rx,2005.0,101178.0,"C45, Port",Automatic,Registered,Black,2922000,Nigerian used,23
853,853,Toyota,Corolla,2017.0,27666.0,"C45, Abuja",Automatic,Registered,BLACK,5162000,Nigerian used,34
854,854,Hyundai,Sonata,2012.0,111427.0,"C45, Abuja",Automatic,Registered,Black,1690000,Nigerian used,47
855,855,Kia,Rio,2006.0,125341.0,"C45, Benin",Automatic,Registered,0,962000,Nigerian used,36
856,856,Toyota,Sienna,2006.0,38020.0,"C45, Lagos",Automatic,Registered,Grey,1690000,Nigerian used,20
857,857,Peugeot,406,1999.0,0.0,"C45, Kaduna",Manual,Registered,SILVER,682000,Nigerian used,0
858,858,Toyota,Corolla,2005.0,299999.0,"C45, Benin",Automatic,Registered,0,1578000,Nigerian used,34
859,859,Mercedes-Benz,GLC,2016.0,82896.0,"C45, Lagos",Automatic,Imported,0,14010000,Foreign used,24
860,860,Mercedes-Benz,C320,2005.0,223066.0,"C45, Ibadan",Automatic,Registered,BLUE,1858000,Nigerian used,19
861,861,Toyota,Highlander,2001.0,132587.0,"C45, Onitsha",Automatic,Registered,Blue,1802000,Nigerian used,36
