,Make,Model,Year,Mileage (KM),Location,Transmission,Selling Condition,Colour,Price,Used Location
282,Toyota,Matrix,2006,203564,"C45, Abuja",Automatic,Registered,BLUE,1914000,Nigerian used
283,Nissan,Altima,2015,90468,"C45, Port",Automatic,Imported,BLACK,7850000,Foreign used
284,Volvo,S80,2004,135182,"C45, Lagos",Automatic,Registered,RED,617500,Nigerian used
285,Toyota,Camry,2012,121327,"C45, Abuja",Automatic,Imported,Grey,5722000,Foreign used
286,Mitsubishi,Endeavor,2005,177366,"C45, Onitsha",Automatic,Registered,Red,1130000,Nigerian used
287,Lexus,Es,2011,79740,"C45, Lagos",Automatic,Imported,0,5274000,Foreign used
288,Toyota,Corolla,2006,291578,"C45, Ibadan",Manual,Registered,0,1018000,Nigerian used
289,Toyota,Tundra,2006,86765,"C45, ",Automatic,Registered,0,2026000,Nigerian used
290,Toyota,Corolla,2013,160425,"C45, Port",Automatic,Imported,Gold,4826000,Foreign used
291,Toyota,Corolla,2011,43836,"C45, Port",Automatic,Registered,Black,3034000,Nigerian used
292,Toyota,Camry,2012,227223,"C45, Lagos",Automatic,Registered,BLACK,3930000,Nigerian used
293,Mercedes-Benz,C300,2012,87605,"C45, Asaba",Automatic,Registered,BLUE,4490000,Nigerian used
294,Kia,Sorento,2004,199566,"C45, Lagos",Automatic,Registered,Green,1018000,Nigerian used
295,Toyota,Camry,2010,74848,"C45, Lagos",Automatic,Registered,SILVER,2832400,Nigerian used
296,Honda,Accord,2013,72528,"C45, Lagos",Automatic,Registered,RED,4378000,Nigerian used
297,Acura,Tsx,2004,227017,"C45, ",Automatic,Registered,BLACK,906000,Nigerian used
298,Mercedes-Benz,S550,2008,98354,"C45, Lagos",Automatic,Registered,0,2810000,Nigerian used
299,Toyota,Avalon,2005,220195,"C45, Lagos",Automatic,Registered,black,2026000,Nigerian used
300,Toyota,Sienna,2008,157686,"C45, Port",Automatic,Registered,0,2810000,Nigerian used
301,Hyundai,Accent,2013,57418,"C45, Lagos",Automatic,Registered,GRAY,2082000,Nigerian used
302,Toyota,Hilux,2006,114072,"C45, Lagos",Manual,Registered,WHITE,4490000,Nigerian used
303,Kia,Rio,2004,107205,"C45, Lagos",Manual,Registered,0,402000,Nigerian used
304,Toyota,Corolla,2004,140643,"C45, Lagos",Automatic,Registered,BLUE,1466000,Nigerian used
305,Mercedes-Benz,E350,2010,58653,"C45, Lagos",Automatic,Registered,GOLD,3930000,Nigerian used
306,Toyota,Corolla,2006,191768,"C45, ",Automatic,Registered,BLACK,2642000,Nigerian used
307,Toyota,Matrix,2006,106473,"C45, Port",Automatic,Registered,Black,2250000,Nigerian used
308,Kia,Optima,2007,65804,"C45, Lagos",Automatic,Registered,0,1130000,Nigerian used
309,Toyota,Camry,2002,147045,"C45, Lagos",Automatic,Registered,BLACK,906000,Nigerian used
310,Ford,Escape,2015,75127,"C45, Abuja",Automatic,Registered,GREEN,5274000,Nigerian used
311,Toyota,Sequoia,2001,39630,"C45, Abuja",Automatic,Registered,Silver,2250000,Nigerian used
312,Toyota,4Runner,2003,152996,"C45, Ibadan",Automatic,Registered,0,906000,Nigerian used
313,Honda,Ridgeline,2006,225076,"C45, ",Automatic,Imported,BLUE,2474000,Foreign used
314,Toyota,Camry,2003,246852,"C45, Ilorin",Automatic,Registered,0,1018000,Nigerian used
315,Honda,Odyssey,2003,197870,"C45, Abuja",Automatic,Registered,SILVER,1018000,Nigerian used
316,Toyota,Avalon,2008,162280,"C45, Asaba",Automatic,Registered,RED,1690000,Nigerian used
317,Toyota,Camry,2003,193626,"C45, Port",Automatic,Registered,Gold,1690000,Nigerian used
318,Land,HSE,2003,174878,"C45, ",Automatic,Imported,Black,2138000,Foreign used
319,Peugeot,307,2008,227945,"C45, Abuja",Manual,Registered,Custom,906000,Nigerian used
320,Kia,Cerato,2013,252455,"C45, Lagos",Automatic,Registered,SILVER,850000,Nigerian used
321,Lexus,Gs,2000,189102,"C45, Lagos",Automatic,Registered,BLACK,906000,Nigerian used
322,Hyundai,Sonata,2012,83552,"C45, ",Automatic,Registered,BLACK,2306000,Nigerian used
323,Toyota,Camry,2007,101115,"C45, Lagos",Automatic,Registered,Grey,1578000,Nigerian used
324,Toyota,Corolla,2003,178707,"C45, Lagos",Automatic,Registered,SILVER,1421200,Nigerian used
325,Toyota,Camry,2004,323034,"C45, Ibadan",Automatic,Registered,0,1325306,Nigerian used
326,Volkswagen,Passat,2006,107167,"C45, Port",Automatic,Registered,Silver,794000,Nigerian used
327,Toyota,Corolla,2014,60469,"C45, Lagos",Automatic,Imported,GRAY,6618000,Foreign used
328,Kia,Cerato,2014,47725,"C45, Port",Automatic,Registered,0,1802000,Nigerian used
329,Toyota,Avalon,2000,135698,"C45, Onitsha",Automatic,Registered,Gold,850000,Nigerian used
330,Volkswagen,Golf,1993,270622,"C45, Port",Manual,Registered,Red,850000,Nigerian used
331,Toyota,Matrix,2004,34356,"C45, Port",Automatic,Registered,Blue,906000,Nigerian used
332,Hyundai,Sonata,2013,82807,"C45, ",Automatic,Registered,SILVER,3034000,Nigerian used
333,Nissan,Altima,2001,173477,"C45, ",Automatic,Registered,Grey,458000,Nigerian used
334,Mercedes-Benz,GL450,2007,89554,"C45, Onitsha",Automatic,Registered,Dark,2800000,Nigerian used
335,Honda,Pilot,2003,206390,"C45, Lagos",Automatic,Registered,BLACK,1354000,Nigerian used
336,Toyota,Camry,2003,364515,"C45, Abuja",Automatic,Registered,BLUE,1410000,Nigerian used
337,Toyota,Sienna,2004,237550,"C45, Lagos",Automatic,Imported,green,3146000,Foreign used
338,Audi,Q5,2010,180423,"C45, ",Automatic,Imported,RED,4490000,Foreign used
339,Mercedes-Benz,Ml350,2013,103856,"C45, Abuja",Automatic,Registered,SILVER,12330000,Nigerian used
340,Toyota,Camry,2008,146314,"C45, Lagos",Automatic,Registered,GREY,2810000,Nigerian used
341,Lexus,Is,2009,174118,"C45, Lagos",Automatic,Registered,BLACK,2474000,Nigerian used
342,Lexus,GS,2007,25903,"C45, Benin",Automatic,Registered,0,2306000,Nigerian used
343,Hyundai,Tucson,2016,47001,"C45, Lagos",Automatic,Registered,gray,8298000,Nigerian used
344,Toyota,Sienna,2000,231276,"C45, Port",Automatic,Registered,0,1130000,Nigerian used
345,Toyota,Camry,2002,238021,"C45, Port",Automatic,Registered,Blue,1690000,Nigerian used
346,Mercedes-Benz,C200,1994,324429,"C45, Kaduna",Automatic,Registered,Grey,906000,Nigerian used
347,Jaguar,Xf,2014,99581,"C45, Lagos",Automatic,Imported,0,12330000,Foreign used
348,Ford,Escape,2005,168131,"C45, Port",Automatic,Registered,Blue,1690000,Nigerian used
349,Toyota,Avensis,1999,132921,"C45, Lagos",Automatic,Registered,0,850000,Nigerian used
350,Ford,Explorer,2005,181952,"C45, Lagos",Automatic,Imported,RED,2362000,Foreign used
351,Toyota,Rav4,2018,22914,"C45, Kaduna",Automatic,Registered,RED,10202000,Nigerian used
352,BMW,X5,2003,165466,"C45, ",Automatic,Imported,Grey,2810000,Foreign used
353,Toyota,Venza,2013,107084,"C45, Ibadan",Automatic,Imported,0,7682000,Foreign used
354,Mitsubishi,Lancer,2011,77226,"C45, Lagos",Automatic,Registered,Black,1522000,Nigerian used
355,Lexus,Rx,2004,113562,"C45, Lagos",Automatic,Registered,0,3370000,Nigerian used
356,Honda,Pilot,2007,303353,"C45, Lagos",Automatic,Registered,Black,3594000,Nigerian used
357,Toyota,Highlander,2003,165845,"C45, Kaduna",Automatic,Registered,Blue,2250000,Nigerian used
358,Hyundai,Sonata,2013,122246,"C45, Lagos",Automatic,Imported,0,3706000,Foreign used
359,Lexus,Is,2006,87995,"C45, Ibadan",Automatic,Registered,0,2474000,Nigerian used
360,Kia,Sorento,2015,144874,"C45, Lagos",Automatic,Registered,0,2138000,Nigerian used
361,Mercedes-Benz,C320,2004,290888,"C45, Kaduna",Automatic,Registered,Grey,1690000,Nigerian used
362,Honda,Accord,2004,145231,"C45, Kaduna",Automatic,Registered,Grey,1130000,Nigerian used
363,Mercedes-Benz,C350,2006,353188,"C45, Port",Automatic,Registered,0,1578000,Nigerian used
364,Nissan,Armada,2004,53235,"C45, Lagos",Automatic,Registered,Black,1578000,Nigerian used
365,Toyota,Camry,2002,236942,"C45, Lagos",Automatic,Registered,RED,1298000,Nigerian used
366,BMW,320i,2008,189007,"C45, Lagos",Automatic,Registered,0,1802000,Nigerian used
367,Mercedes-Benz,Ml350,2012,137847,"C45, Lagos",Automatic,Imported,GREY,14570000,Foreign used
368,Toyota,Highlander,2008,128287,"C45, Ibadan",Automatic,Registered,0,3736775,Nigerian used
369,Lexus,Es,2007,218697,"C45, Port",Automatic,Imported,0,4490000,Foreign used
370,Mercedes-Benz,C300,2011,98550,"C45, Ilorin",Automatic,Imported,0,4154000,Foreign used
371,BMW,7,2009,95759,"C45, Abuja",Automatic,Imported,WHITE,7850000,Foreign used
372,Toyota,Corolla,2007,123205,"C45, Lagos",Automatic,Registered,0,2026000,Nigerian used
373,Hyundai,Sonata,2011,111447,"C45, Lagos",Automatic,Imported,BLUE,3930000,Foreign used
374,Toyota,Sienna,2011,303665,"C45, ",Automatic,Imported,Blue,5162000,Foreign used
375,Jeep,Commander,2006,154368,"C45, Port",Automatic,Registered,Black,1914000,Nigerian used
376,Hyundai,Santa,2008,114361,"C45, Abuja",Automatic,Registered,GOLD,1802000,Nigerian used
377,Toyota,Camry,2007,84387,"C45, Lagos",Automatic,Imported,SILVER,3482000,Foreign used
378,Mercedes-Benz,E350,2012,76857,"C45, Abuja",Automatic,Registered,Grey,5162000,Nigerian used
379,Volkswagen,Passat,2011,62596,"C45, Lagos",Automatic,Registered,BLACK,1914000,Nigerian used
380,Kia,Rio,2020,32979,"C45, Lagos",Automatic,Registered,Silver,5162000,Nigerian used
381,Dodge,Caravan,2010,210816,"C45, Lagos",Automatic,Imported,0,3930000,Foreign used
382,Hyundai,Tucson,2009,108790,"C45, Lagos",Automatic,Registered,SILVER,1466000,Nigerian used
383,Lexus,Is,2006,102516,"C45, Ibadan",Automatic,Registered,0,2530997,Nigerian used
384,Audi,Q7,2014,15218,"C45, Port",Automatic,Registered,BLACK,12330000,Nigerian used
385,Lexus,RX350,2008,0,"C45-Express,, ",0,0.0,0.0,3100000,Nigerian used
386,Lexus,Rx,2006,252646,"C45, Lagos",Automatic,Registered,BLACK,2810000,Nigerian used
387,Honda,Accord,2016,0,"C45-Express,, ",0,0.0,0.0,7000000,Foreign used
388,Toyota,Tacoma,2008,0,"C45-Express,, ",0,0.0,0.0,2800000,Nigerian used
389,Toyota,Highlander,2008,182489,"C45, Lagos",Automatic,Registered,BLACK,3594000,Nigerian used
390,Toyota,Camry,2006,216370,"C45, Onitsha",Automatic,Registered,Tan,1700000,Nigerian used
391,Toyota,Camry,2004,92860,"C45, Lagos",Automatic,Registered,Gold,1130000,Nigerian used
392,Honda,Cr-V,2007,157681,"C45, Ibadan",Automatic,Registered,0,1746000,Nigerian used
393,Honda,Accord,2007,222283,"C45, Abuja",Automatic,Registered,BLUE,1354000,Nigerian used
394,Mercedes-Benz,C320,2001,2388,"C45, Port",Automatic,Registered,Black,1802000,Nigerian used
395,Honda,Accord,1994,276633,"C45, Ilorin",Manual,Registered,0,458000,Nigerian used
396,Land,Range,2019,48713,"C45, Lagos",Automatic,Imported,Black,40330000,Foreign used
397,Lexus,Es,2013,61734,"C45, Abuja",Automatic,Registered,Grey,8410000,Nigerian used
398,Toyota,Camry,2009,113211,"C45, Lagos",Automatic,Registered,SILVER,2138000,Nigerian used
399,Honda,Accord,2005,160115,"C45, Kaduna",Automatic,Registered,GREY,850000,Nigerian used
400,Honda,Accord,2003,200456,"C45, Kaduna",Automatic,Registered,Sliver,1242000,Nigerian used
401,Toyota,4Runner,2005,165951,"C45, Lagos",Automatic,Registered,BLACK,2250000,Nigerian used
402,Honda,Accord,2003,115667,"C45, Lagos",Automatic,Registered,0,906000,Nigerian used
403,Land,Range,2006,107441,"C45, Port",Automatic,Registered,Green,3930000,Nigerian used
404,Honda,Accord,2006,350645,"C45, Lagos",Automatic,Registered,BLUE,1186000,Nigerian used
405,Ford,Explorer,2001,136575,"C45, Abuja",Automatic,Registered,Wine,1018000,Nigerian used
406,Toyota,Camry,2002,167544,"C45, Lagos",Automatic,Registered,SILVER,1354000,Nigerian used
407,Toyota,Camry,2003,291331,"C45, Port",Automatic,Registered,BLUE,1544400,Nigerian used
408,Mercedes-Benz,C300,2009,81907,"C45, ",Automatic,Registered,Black,3146000,Nigerian used
409,Toyota,Camry,2003,319458,"C45, Lagos",Automatic,Registered,0,1723600,Nigerian used
410,Nissan,Altima,2017,46159,"C45, Lagos",Automatic,Imported,BLACK,5386000,Foreign used
411,Ford,Edge,2008,160349,"C45, Ilorin",Automatic,Registered,0,2250000,Nigerian used
412,Toyota,Camry,2007,159649,"C45, Abuja",Automatic,Registered,Red,1690000,Nigerian used
413,Toyota,Highlander,2011,71655,"C45, Ibadan",Automatic,Imported,0,7122000,Foreign used
414,Land,RANGE,2006,279480,"C45, Lagos",Automatic,Registered,Black,2250000,Nigerian used
415,Lexus,Is,2012,134716,"C45, Lagos",Automatic,Registered,GRAY,3594000,Nigerian used
416,Lexus,Rx,1999,146669,"C45, Port",Automatic,Registered,Silver,1186000,Nigerian used
417,Mazda,323,2003,185028,"C45, Abuja",Automatic,Registered,0,906000,Nigerian used
418,Toyota,Rav4,2009,98200,"C45, Ibadan",Automatic,Imported,0,4942390,Foreign used
419,Lexus,LS460,2007,140443,"C45, Lagos",Automatic,Registered,0,3146000,Nigerian used
420,Toyota,Camry,2007,240952,"C45, Lagos",Automatic,Imported,0,3930000,Foreign used
421,Toyota,Rav4,2002,12857,"C45, Port",Automatic,Registered,Black,1522000,Nigerian used
422,Toyota,Camry,2010,81046,"C45, Benin",Automatic,Registered,0,1914000,Nigerian used
423,Volkswagen,Passat,2004,137259,"C45, Akure",Automatic,Registered,0,570000,Nigerian used
424,Toyota,Corolla,2006,154664,"C45, Asaba",Automatic,Registered,BLACK,1578000,Nigerian used
425,Toyota,Venza,2012,111516,"C45, ",Automatic,Imported,0,7626000,Foreign used
426,Chrysler,Pacifica,2004,167740,"C45, Port",Automatic,Registered,0,682000,Nigerian used
427,Mercedes,B170,2008,209976,"C45, Ibadan",Automatic,Imported,0,2966800,Foreign used
428,Kia,Rio,2014,78020,"C45, Lagos",Automatic,Registered,0,2138000,Nigerian used
429,Ford,Econoline,2001,274391,"C45, Lagos",Automatic,Registered,White,1690000,Nigerian used
430,Honda,Civic,2012,103530,"C45, Ibadan",Automatic,Imported,0,3067600,Foreign used
431,Hyundai,Accent,2009,121640,"C45, Lagos",Manual,Registered,black,1018000,Nigerian used
432,Honda,Odyssey,2004,259791,"C45, Lagos",Automatic,Registered,0,906000,Nigerian used
433,Toyota,4Runner,2003,151295,"C45, ",Automatic,Registered,Grey,906000,Nigerian used
434,Mercedes,Ml320,2002,203848,"C45, Abuja",Automatic,Registered,Black,1130000,Nigerian used
435,Honda,Cr-V,2013,59244,"C45, Lagos",Automatic,Registered,Red,4714000,Nigerian used
436,Renault,19,1995,1,"C45, Lagos",Manual,Registered,WHITE,2026000,Nigerian used
437,Toyota,Highlander,2008,99777,"C45, Port",Automatic,Registered,0,4378000,Nigerian used
438,Chevrolet,Aveo,2014,65702,"C45, Lagos",Automatic,Registered,0,1354000,Nigerian used
439,Honda,Accord,2014,30019,"C45, ",Automatic,Registered,WHINE,5050000,Nigerian used
440,Peugeot,307,2004,335504,"C45, Kaduna",Manual,Registered,Teal,794000,Nigerian used
441,Mercedes-Benz,C350,2008,86506,"C45, Lagos",Automatic,Registered,0,3594000,Nigerian used
442,Mercedes-Benz,C250,2012,131405,"C45, Lagos",Automatic,Registered,WHITE,5610000,Nigerian used
443,Lexus,Es,2002,999999,"C45, Benin",Automatic,Imported,0,2474000,Foreign used
444,Honda,Odyssey,2007,173007,"C45, Lagos",Automatic,Registered,GREY,1690000,Nigerian used
445,Mitsubishi,L200,2014,99341,"C45, Lagos",Manual,Registered,White,3146000,Nigerian used
446,Lexus,Es,1996,100441,"C45, Port",Automatic,Imported,GREEN,2586000,Foreign used
447,Toyota,Camry,2004,225966,"C45, Port",Automatic,Registered,Brown,1466000,Nigerian used
448,Honda,Odyssey,2006,155886,"C45, Lagos",Automatic,Imported,0,2362000,Foreign used
449,Toyota,Sienna,2005,179189,"C45, Abuja",Automatic,Registered,Blue,2250000,Nigerian used
450,Toyota,Camry,2012,80792,"C45, Lagos",Automatic,Registered,GREY,3818000,Nigerian used
451,Ford,Edge,2008,197174,"C45, Abuja",Automatic,Registered,Black,1578000,Nigerian used
452,Lexus,Rx,2007,160835,"C45, Lagos",Automatic,Registered,0,3258000,Nigerian used
453,Lexus,Rx,2006,141032,"C45, Lagos",Automatic,Registered,0,2810000,Nigerian used
454,Nissan,Pathfinder,2005,125653,"C45, Kaduna",Automatic,Registered,Grey,2250000,Nigerian used
455,Mercedes-Benz,Ml350,2006,0,"C45, Lagos",Automatic,Registered,BLACK,2418000,Nigerian used
456,Honda,Odyssey,1996,169337,"C45, Port",Automatic,Registered,NAVY,502800,Nigerian used
457,Ford,Explorer,2014,100278,"C45, Lagos",Automatic,Registered,BLACK,3047500,Nigerian used
458,Ford,Edge,2012,97128,"C45, Lagos",Automatic,Registered,WINE,4042000,Nigerian used
459,Ford,F-150,2006,258401,"C45, Lagos",Automatic,Registered,GREEN,3594000,Nigerian used
460,Honda,Civic,2008,281605,"C45, Lagos",Triptonic,Imported,BLUE,2698000,Foreign used
461,Lexus,Rx,2008,97743,"C45, Lagos",Automatic,Imported,WHITE,5498000,Foreign used
462,Lexus,Rx,2005,174238,"C45, Kaduna",Automatic,Registered,white,2810000,Nigerian used
463,SILVER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2530000,
464,Mercedes-Benz,GLK,2010,245146,"C45, Lagos",Automatic,Imported,BLACK,6842000,Foreign used
465,Lexus,Is,2010,98226,"C45, Lagos",Automatic,Imported,BLACK,4378000,Foreign used
466,Toyota,Sienna,2007,149296,"C45, ",Automatic,Registered,Red,2026000,Nigerian used
467,Toyota,Corolla,2009,134801,"C45, Ibadan",Automatic,Imported,0,3829200,Foreign used
468,Toyota,Corolla,2004,140807,"C45, Abuja",Automatic,Registered,Blue,1690000,Nigerian used
469,Honda,Pilot,2010,91775,"C45, Abuja",Automatic,Registered,BLACK,4714000,Nigerian used
470,Hyundai,Santa,2010,119301,"C45, Lagos",Automatic,Registered,Blue,3034000,Nigerian used
471,Kia,Cerato,2010,216865,"C45, Abuja",Automatic,Registered,Blue,1900000,Nigerian used
472,Toyota,Sienna,2008,93186,"C45, Abuja",Automatic,Registered,Blue,1900000,Nigerian used
473,Lexus,Es,2011,193451,"C45, Abuja",Automatic,Registered,Grey,3800000,Nigerian used
474,Mercedes-Benz,C300,2008,410,"C45, Abuja",Automatic,Registered,Black,4300000,Nigerian used
475,Hyundai,Sonata,2011,63586,"C45, Abuja",Automatic,Imported,Black,2900000,Foreign used
476,Volkswagen,Jetta,2001,109128,"C45, Ibadan",Automatic,Registered,0,558800,Nigerian used
477,Mercedes-Benz,E350,2010,166061,"C45, Lagos",Automatic,Registered,0,4490000,Nigerian used
478,Foton,Tunland,2013,54470,"C45, Lagos",Manual,Registered,WHITE,4938000,Nigerian used
479,Honda,Passport,2002,134100,"C45, Lagos",Automatic,Registered,0,626000,Nigerian used
480,Ford,Edge,2011,53207,"C45, Lagos",Automatic,Registered,0,2922000,Nigerian used
481,Mazda,Cx-7,2008,114423,"C45, Lagos",Automatic,Registered,BLACK,1018000,Nigerian used
482,Lexus,Es,2002,217994,"C45, ",Automatic,Registered,Black,1970000,Nigerian used
483,Toyota,Avensis,2012,60472,"C45, Lagos",Automatic,Registered,0,3594000,Nigerian used
484,Toyota,Rav4,2002,245292,"C45, Kaduna",Automatic,Registered,0,1130000,Nigerian used
485,Hyundai,Accent,2012,89950,"C45, Lagos",Automatic,Registered,BLUE,2026000,Nigerian used
486,Lexus,Es,2010,110315,"C45, Lagos",Automatic,Registered,BLACK,4546000,Nigerian used
487,Nissan,Altima,2014,115075,"C45, Abuja",Automatic,Registered,White,2810000,Nigerian used
488,Kia,Rio,2020,183,"C45, Lagos",Automatic,Registered,SILVER,6730000,Nigerian used
489,Mercedes-Benz,CLA250,2015,70236,"C45, Abuja",Automatic,Imported,BLACK,12330000,Foreign used
490,Lexus,Es,2007,224196,"C45, Akure",Automatic,Registered,0,3090000,Nigerian used
491,Ford,Edge,2013,97252,"C45, Abuja",Automatic,Registered,BLACK,3370000,Nigerian used
492,Toyota,Camry,2007,145363,"C45, Lagos",Automatic,Registered,BLUE,2362000,Nigerian used
493,Infiniti,Ex,2009,104460,"C45, Port",Automatic,Registered,Black,2810000,Nigerian used
494,Toyota,Avalon,2006,187557,"C45, Port",Automatic,Registered,GREY,1578000,Nigerian used
495,Kia,Optima,2014,11111,"C45, Abuja",Automatic,Registered,Red,3000000,Nigerian used
496,Toyota,Camry,2008,109984,"C45, Lagos",Automatic,Registered,0,1802000,Nigerian used
497,Toyota,Camry,2007,132948,"C45, Abuja",Automatic,Registered,WHITE,2810000,Nigerian used
498,Kia,Sportage,2006,150617,"C45, Kaduna",Automatic,Registered,SILVER,1466000,Nigerian used
499,Mercedes-Benz,GLE350,2016,62217,"C45, Kaduna",Automatic,Imported,Grey,24650000,Foreign used
500,Mercedes,C220,1995,209225,"C45, Kaduna",Automatic,Registered,SILVER,1410000,Nigerian used
501,Toyota,Highlander,2002,140738,"C45, Port",Automatic,Registered,Blue,1690000,Nigerian used
502,Toyota,Highlander,2005,153975,"C45, Benin",Automatic,Registered,0,3986000,Nigerian used
503,Toyota,Corolla,2010,93501,"C45, Lagos",Automatic,Registered,Grey,2250000,Nigerian used
504,Nissan,Sentra,2013,94963,"C45, Lagos",Automatic,Registered,0,3370000,Nigerian used
505,Kia,Sportage,2012,81650,"C45, Lagos",Automatic,Registered,GREY,3930000,Nigerian used
506,Toyota,Camry,2013,109513,"C45, Abuja",Automatic,Imported,Grey,5946000,Foreign used
507,Ford,Edge,2011,278987,"C45, Port",Automatic,Registered,PURPLE,2866000,Nigerian used
508,Lexus,Es,2004,102864,"C45, Ibadan",Automatic,Registered,0,2750214,Nigerian used
509,Toyota,Corolla,2004,181067,"C45, Kaduna",Automatic,Registered,silver,1914000,Nigerian used
510,Toyota,Camry,2012,125804,"C45, Lagos",Automatic,Imported,SILVER,4658000,Foreign used
511,Toyota,Rav4,2010,94438,"C45, Lagos",Automatic,Registered,WHITE,3594000,Nigerian used
